,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
690,Bhuvaneshwari,30,"('wise', 'compassionate', 'spiritual')","('indecisive', 'perfectionist', 'reserved')","('meditation', 'yoga', 'tea ceremonies')",spiritual healer,Healing Touch,lower class,heterosexual,Hinduism,1,5.3,black,brown,tan,slim,INDIAN,F,"('INDIAN', 'F')"
691,Rodolphe,42,"('intellectual', 'analytical', 'diplomatic')","('perfectionist', 'introverted', 'skeptical')","('philosophy', 'chess', 'classic literature')",diplomat,Peacekeeper,upper middle class,heterosexual,agnosticism,1,6.1,brown,blue,white,athletic,FRENCH,M,"('FRENCH', 'M')"
692,Pierino,33,"('charming', 'laid-back', 'creative')","('impulsive', 'careless', 'adventurous')","('singing', 'painting', 'surfing')",musician,Harmony Wave,working class,heterosexual,none,1,5.8,blonde,green,fair,slim,ITALIAN,M,"('ITALIAN', 'M')"
693,Tinneke,39,"('warm-hearted', 'creative', 'empathetic')","('indecisive', 'naive', 'emotional')","('knitting', 'gardening', 'cooking')",elementary school teacher,Teaching Touch,lower middle class,heterosexual,Christianity,1,5.6,red,blue,pale,average,DUTCH,F,"('DUTCH', 'F')"
694,Yimei,36,"('creative', 'independent', 'ambitious')","('workaholic', 'competitive', 'stubborn')","('painting', 'hiking', 'travelling')",architect,Design Genius,upper middle class,heterosexual,none,1,5.7,black,brown,olive,athletic,CHINESE,F,"('CHINESE', 'F')"
695,Aleksandras,50,"('calm', 'reliable', 'intuitive')","('traditional', 'stubborn', 'reserved')","('fishing', 'woodworking', 'sudoku')",retired marine biologist,Ocean Whisperer,lower class,heterosexual,none,1,5.1,grey,blue,white,average,BALTIC,M,"('BALTIC', 'M')"
696,Rauno,45,"('lively', 'honest', 'adventurous')","('impatient', 'impulsive', 'competitive')","('sailing', 'motorcycling', 'karaoke')",owning a bakery,Bread Slice,working class,heterosexual,none,1,5.11,brown,brown,tan,athletic,NORDIC,M,"('NORDIC', 'M')"
697,Erminia,38,"('generous', 'caring', 'optimistic')","('naive', 'emotional', 'impractical')","('cooking', 'volunteering', 'knitting')",nurse,Healing Hands,lower middle class,heterosexual,Christianity,1,5.5,black,brown,olive,average,ITALIAN,F,"('ITALIAN', 'F')"
698,Vyta,34,"('ambitious', 'focused', 'creative')","('perfectionist', 'workaholic', 'competitive')","('gymnastics', 'reading', 'playing the piano')",chef,Culinary Master,upper middle class,heterosexual,none,1,5.8,brown,green,white,athletic,BALTIC,F,"('BALTIC', 'F')"
699,Abdulmajed,41,"('wise', 'resilient', 'compassionate')","('traditional', 'reserved', 'skeptical')","('calligraphy', 'gardening', 'photography')",history professor,Timeless Wisdom,upper middle class,heterosexual,Islam,1,5.9,black,brown,brown,average,ARAB,M,"('ARAB', 'M')"
700,Lutfu,31,"('enthusiastic', 'creative', 'charming')","('impulsive', 'careless', 'competitive')","('dancing', 'painting', 'cooking')",dance instructor,Rhythm Rhapsody,working class,heterosexual,none,1,5.7,brown,green,tan,slim,TURKISH,M,"('TURKISH', 'M')"
701,Hirohiko,46,"('disciplined', 'analytical', 'adventurous')","('introverted', 'skeptical', 'competitive')","('martial arts', 'gardening', 'playing the piano')",karate instructor,Karate Master,middle class,heterosexual,none,1,5.8,black,brown,olive,muscular,JAPANESE,M,"('JAPANESE', 'M')"
702,Torleiv,44,"('loyal', 'practical', 'adventurous')","('stubborn', 'traditional', 'reserved')","('hiking', 'fishing', 'cooking')",park ranger,Wilderness Guardian,lower middle class,heterosexual,none,1,6.0,blonde,blue,white,muscular,NORDIC,M,"('NORDIC', 'M')"
703,Radomir,35,"('analytical', 'compassionate', 'open-minded')","('pessimistic', 'indecisive', 'reserved')","('reading non-fiction books', 'hiking in nature', 'photography')",software engineer,mindful listening,middle class,heterosexual,agnostic,1,5.9,brown,blue,fair,athletic,SLAV,M,"('SLAV', 'M')"
704,Karoly,28,"('creative', 'optimistic', 'tenacious')","('impulsive', 'stubborn', 'rebellious')","('painting abstract art', 'rock climbing', 'salsa dancing')",freelance graphic designer,adaptive problem-solving,lower middle class,homosexual,spiritual but not religious,1,5.6,black,green,olive,slim,HUNGARIAN,M,"('HUNGARIAN', 'M')"
705,Yoonkyung,24,"('empathetic', 'curious', 'adventurous')","('indecisive', 'self-critical', 'overthinker')","('learning new languages', 'volunteering at animal shelters', 'rock concerts')",social media influencer,building emotional connections,upper middle class,bisexual,atheist,1,5.5,blonde,brown,pale,average,KOREAN,F,"('KOREAN', 'F')"
706,Meletios,42,"('dedicated', 'introspective', 'determined')","('perfectionist', 'stubborn', 'distant')","('playing classical guitar', 'meditation', 'bird-watching')",philosophy professor,socratic questioning,upper class,heterosexual,agnostic,1,6.0,gray,hazel,fair,slender,GREEK,M,"('GREEK', 'M')"
707,Willemijn,31,"('analytical', 'ambitious', 'sociable')","('workaholic', 'competitive', 'impatient')","('traveling to exotic destinations', 'yoga', 'piano playing')",corporate lawyer,negotiation mastery,upper middle class,heterosexual,agnostic,1,5.8,red,gray,pale,fit,DUTCH,F,"('DUTCH', 'F')"
708,Dimitris,29,"('charismatic', 'charming', 'adaptable')","('reckless', 'manipulative', 'superficial')","('sailing', 'fine dining', 'fashion photography')",marketing manager,persuasive storytelling,upper class,heterosexual,agnostic,1,5.1,brunette,brown,olive,muscular,GREEK,M,"('GREEK', 'M')"
709,Chrysi,36,"('compassionate', 'artistic', 'philosophical')","('overly sensitive', 'indecisive', 'naive')","('oil painting', 'yoga', 'gardening')",art therapist,emotional healing through art,lower middle class,heterosexual,pagan,1,5.7,white,blue,fair,curvy,GREEK,F,"('GREEK', 'F')"
710,Kazeem,33,"('hardworking', 'generous', 'reliable')","('stubborn', 'conservative', 'traditional')","('playing soccer', 'cooking traditional Nigerian meals', 'volunteering at local church')",civil engineer,bridge-building,lower middle class,heterosexual,Christian,1,5.11,black,brown,dark,solid,AFRICAN,M,"('AFRICAN', 'M')"
711,Dieuwertje,26,"('entrepreneurial', 'independent', 'adventurous')","('impulsive', 'restless', 'self-centered')","('running marathons', 'investing in startups', 'traveling solo')",startup founder,risk-taking,upper class,heterosexual,agnostic,1,5.9,blonde,green,pale,slim,DUTCH,F,"('DUTCH', 'F')"
712,Zerin,30,"('analytical', 'intuitive', 'diplomatic')","('indecisive', 'overthinker', 'introverted')","('chess', 'gardening', 'classical music concerts')",diplomat,conflict resolution,upper middle class,heterosexual,agnostic,1,5.8,brown,hazel,olive,average,TURKISH,F,"('TURKISH', 'F')"
713,Taghrid,27,"('creative', 'empathetic', 'social')","('impatient', 'insecure', 'people-pleaser')","('writing poetry', 'attending spoken word events', 'organizing community fundraisers')",social worker,advocacy for marginalized communities,lower middle class,heterosexual,Muslim,1,5.7,black,brown,dark,average,ARAB,F,"('ARAB', 'F')"
714,Borges,40,"('intellectual', 'introspective', 'eccentric')","('aloof', 'misunderstood', 'melancholic')","('literature', 'philosophy debates', 'astronomy')",university professor,teaching with passion,upper class,heterosexual,agnostic,1,5.1,gray,blue,fair,thin,HISPANIC,M,"('HISPANIC', 'M')"
715,Jiaying,25,"('optimistic', 'energetic', 'compassionate')","('naive', 'gullible', 'indecisive')","('volunteering at local shelters', 'dancing', 'learning martial arts')",kindergarten teacher,connecting with children,lower middle class,heterosexual,Buddhist,1,5.4,brown,brown,fair,petite,CHINESE,F,"('CHINESE', 'F')"
716,Smadar,38,"('caring', 'hardworking', 'loyal')","('overprotective', 'stubborn', 'traditional')","('cooking traditional Israeli dishes', 'volunteering at local synagogue', 'dancing to folk music')",nurse,nurturing others,lower middle class,heterosexual,Jewish,1,5.6,black,brown,olive,curvy,ISRAELI,F,"('ISRAELI', 'F')"
717,Adwoa,32,"('confident', 'ambitious', 'charismatic')","('arrogant', 'competitive', 'impatient')","('running a fashion blog', 'attending networking events', 'horseback riding')",fashion designer,style inspiration,upper middle class,heterosexual,Christian,1,5.8,black,brown,dark,athletic,AFRICAN,F,"('AFRICAN', 'F')"
718,Paolo,43,"('wise', 'patient', 'compassionate')","('traditional', 'introverted', 'conservative')","('gardening', 'cooking Italian recipes', 'reading classic literature')",chef,creating culinary masterpieces,middle class,heterosexual,agnostic,1,5.7,brown,green,olive,average,ITALIAN,M,"('ITALIAN', 'M')"
719,Zrinka,29,"('assertive', 'creative', 'independent')","('stubborn', 'impatient', 'competitive')","('painting abstract art', 'rock climbing', 'writing poetry')",freelance illustrator,artistic expression,upper middle class,heterosexual,agnostic,1,5.6,blonde,blue,fair,slim,SLAV,F,"('SLAV', 'F')"
720,Magdolna,37,"('compassionate', 'caring', 'empathetic')","('overly sensitive', 'anxious', 'indecisive')","('volunteering at refugee shelters', 'gardening', 'meditation')",humanitarian aid worker,care and support,lower middle class,heterosexual,agnostic,1,5.5,brown,green,fair,average,HUNGARIAN,F,"('HUNGARIAN', 'F')"
721,Kazuteru,34,"('dedicated', 'disciplined', 'loyal')","('reserved', 'traditional', 'rigid')","('practicing martial arts', 'meditation', 'gardening')",martial arts instructor,inner strength,lower middle class,heterosexual,Buddhist,1,5.7,black,brown,tan,muscular,JAPANESE,M,"('JAPANESE', 'M')"
722,Romina,30,"('passionate', 'creative', 'adventurous')","('impulsive', 'rebellious', 'independent')","('salsa dancing', 'traveling to exotic destinations', 'motorcycle riding')",freelance travel writer,true wanderlust,lower middle class,heterosexual,agnostic,1,5.8,brunette,hazel,olive,athletic,ITALIAN,F,"('ITALIAN', 'F')"
723,Ermenegildo,35,"('analytical', 'open-minded', 'adventurous')","('impatient', 'stubborn', 'reserved')","('gardening', 'astronomy', 'pottery')",architect,Cosmic Blueprint,upper middle class,heterosexual,agnostic,1,5.1,black,blue,olive,lean,ITALIAN,M,"('ITALIAN', 'M')"
724,Siriporn,28,"('creative', 'compassionate', 'adaptable')","('indecisive', 'sensitive', 'naive')","('sewing', 'cooking', 'poetry')",elementary school teacher,Harmony Haven,lower middle class,homosexual,Buddhist,1,5.5,brown,green,tan,average,THAI,F,"('THAI', 'F')"
725,Nechama,42,"('determined', 'loyal', 'introspective')","('guarded', 'stubborn', 'pessimistic')","('running', 'meditation', 'painting')",social worker,Empathy Cascade,upper class,heterosexual,Jewish,1,5.7,blonde,brown,fair,athletic,ISRAELI,F,"('ISRAELI', 'F')"
726,Riitta,30,"('optimistic', 'curious', 'expressive')","('impatient', 'scatterbrained', 'indecisive')","('rock climbing', 'dancing', 'baking')",graphic designer,Pixel Dance,middle class,pansexual,agnostic,1,5.6,red,blue,pale,slim,NORDIC,F,"('NORDIC', 'F')"
727,Lindell,45,"('witty', 'practical', 'loyal')","('stubborn', 'skeptical', 'reserved')","('fishing', 'woodworking', 'reading')",mechanic,Gear Grind,lower middle class,heterosexual,Protestant Christian,1,5.9,salt and pepper,brown,olive,stocky,ENGLISH,M,"('ENGLISH', 'M')"
728,Meira,38,"('kind', 'thoughtful', 'patient')","('timid', 'indecisive', 'overly self-critical')","('gardening', 'yoga', 'baking')",nurse,Healing Touch,lower class,heterosexual,Muslim,1,5.3,black,brown,dark,curvy,ISRAELI,F,"('ISRAELI', 'F')"
729,Guzin,33,"('confident', 'ambitious', 'charismatic')","('impatient', 'arrogant', 'competitive')","('kickboxing', 'traveling', 'styling hair')",entrepreneur,Power Pulse,upper class,heterosexual,agnostic,1,5.6,dark brown,green,olive,muscular,TURKISH,F,"('TURKISH', 'F')"
730,Thorvald,50,"('loyal', 'hardworking', 'generous')","('traditional', 'stubborn', 'introverted')","('gardening', 'fishing', 'playing guitar')",farmer,Harvest Moonstrike,lower class,heterosexual,Pagan,1,6.2,grey,blue,fair,solid,NORDIC,M,"('NORDIC', 'M')"
731,Ottavia,25,"('passionate', 'free-spirited', 'inquisitive')","('impulsive', 'reckless', 'easily bored')","('surfing', 'skateboarding', 'photography')",freelance writer,Creativity Burst,lower middle class,bisexual,Atheist,1,5.8,brunette,hazel,olive,slender,ITALIAN,F,"('ITALIAN', 'F')"
732,Bela,40,"('sophisticated', 'charming', 'mysterious')","('manipulative', 'aloof', 'vain')","('dancing', 'opera', 'wine tasting')",art gallery owner,Elegant Enigma,upper class,heterosexual,agnostic,1,5.5,silver,grey,pale,slim,HUNGARIAN,M,"('HUNGARIAN', 'M')"
733,Meihua,32,"('compassionate', 'wise', 'calm')","('passive', 'shy', 'introverted')","('meditation', 'tea ceremonies', 'acupuncture')",acupuncturist,Healing Flow,middle class,heterosexual,Taoist,1,5.4,brown,brown,olive,slender,CHINESE,F,"('CHINESE', 'F')"
734,Paoloplacido,48,"('charismatic', 'gregarious', 'adventurous')","('reckless', 'impulsive', 'volatile')","('sailing', 'fine dining', 'traveling')",restaurant owner,Taste Explosion,upper class,heterosexual,Catholic,1,6.0,black,brown,olive,athletic,ITALIAN,M,"('ITALIAN', 'M')"
735,Nachshon,36,"('courageous', 'leader', 'loyal')","('stubborn', 'impatient', 'authoritarian')","('martial arts', 'hiking', 'history')",police officer,Justice Fist,middle class,heterosexual,Jewish,1,6.1,black,brown,dark,muscular,ISRAELI,M,"('ISRAELI', 'M')"
736,Saniye,55,"('wise', 'compassionate', 'resilient')","('perfectionist', 'workaholic', 'opinionated')","('sewing', 'gardening', 'reading')",retired teacher,Life Lessons,lower class,heterosexual,Muslim,1,5.2,white,brown,olive,petite,TURKISH,F,"('TURKISH', 'F')"
737,Caisa,30,"('intellectual', 'analytical', 'curious')","('introverted', 'perfectionist', 'critical')","('reading', 'solving puzzles', 'birdwatching')",research scientist,Mind Meld,middle class,heterosexual,agnostic,1,5.7,auburn,green,fair,slim,NORDIC,F,"('NORDIC', 'F')"
738,Karolin,22,"('optimistic', 'energetic', 'fun-loving')","('impatient', 'impulsive', 'reckless')","('dancing', 'volleyball', 'photography')",college student,Radiant Spirit,middle class,pansexual,agnostic,1,5.4,blonde,blue,fair,athletic,GERMAN,F,"('GERMAN', 'F')"
739,Yudong,39,"('resourceful', 'practical', 'hardworking')","('stubborn', 'skeptical', 'reserved')","('fishing', 'woodworking', 'gaming')",carpenter,Woodwork Whirlwind,lower class,heterosexual,agnostic,1,5.8,brown,brown,olive,tall,CHINESE,M,"('CHINESE', 'M')"
740,Adebayo,47,"('kind', 'compassionate', 'honest')","('quiet', 'reserved', 'emotionally guarded')","('gardening', 'cooking', 'listening to music')",charity worker,Heartfelt Harmony,middle class,heterosexual,Christian,1,5.9,black,brown,dark,average,AFRICAN,M,"('AFRICAN', 'M')"
741,Liping,34,"('caring', 'nurturing', 'optimistic')","('overly sensitive', 'worrier', 'people-pleaser')","('yoga', 'baking', 'gardening')",nurse,Healing Heartbeat,middle class,heterosexual,Buddhist,1,5.5,brown,brown,tan,curvy,CHINESE,F,"('CHINESE', 'F')"
742,Guillemette,31,"('determined', 'ambitious', 'charismatic')","('competitive', 'aloof', 'perfectionist')","('horseback riding', 'sketching', 'wine tasting')",marketing manager,Brand Blitz,upper middle class,bisexual,agnostic,1,5.6,auburn,green,fair,athletic,FRENCH,F,"('FRENCH', 'F')"
743,Luigia,27,"('curious', 'analytical', 'creative')","('impatient', 'perfectionist', 'introverted')","('painting', 'hiking', 'photography')",graphic designer,artistic flare,middle class,heterosexual,agnostic,1,5.5,brown,green,olive,slim,ITALIAN,F,"('ITALIAN', 'F')"
744,Valdis,32,"('compassionate', 'empathetic', 'optimistic')","('naive', 'overly trusting', 'easily influenced')","('gardening', 'volunteering', 'yoga')",social worker,heartfelt connection,lower middle class,heterosexual,spiritual but not religious,1,6.2,blonde,blue,fair,athletic,BALTIC,M,"('BALTIC', 'M')"
745,Eiliv,40,"('logical', 'caring', 'determined')","('stubborn', 'reserved', 'workaholic')","('playing chess', 'reading non-fiction', 'DIY projects')",engineer,precision planning,upper middle class,heterosexual,agnostic,1,5.11,black,brown,tan,average,NORDIC,M,"('NORDIC', 'M')"
746,Bernardpierre,45,"('loyal', 'analytical', 'hardworking')","('critical', 'pessimistic', 'distrustful')","('playing piano', 'gardening', 'woodworking')",accountant,meticulous planning,upper class,homosexual,atheist,1,5.9,red,gray,pale,stocky,FRENCH,M,"('FRENCH', 'M')"
747,Winai,30,"('ambitious', 'confident', 'thoughtful')","('competitive', 'stubborn', 'impatient')","('playing basketball', 'traveling', 'cooking')",entrepreneur,strategic thinking,upper middle class,heterosexual,agnostic,1,6.0,black,brown,olive,muscular,THAI,M,"('THAI', 'M')"
748,Weisheng,35,"('analytical', 'patient', 'perceptive')","('overthinker', 'introverted', 'reserved')","('meditation', 'cycling', 'painting')",software developer,algorithmic mastery,upper class,heterosexual,agnostic,1,5.8,brown,brown,fair,slim,CHINESE,M,"('CHINESE', 'M')"
749,Erzsebet,28,"('adventurous', 'creative', 'kind-hearted')","('impulsive', 'restless', 'indecisive')","('rock climbing', 'travelling', 'scuba diving')",freelance photographer,capturing the moment,lower middle class,bisexual,pagan,1,5.6,blonde,gray,pale,athletic,HUNGARIAN,F,"('HUNGARIAN', 'F')"
750,Petteri,36,"('knowledgeable', 'analytical', 'pragmatic')","('detached', 'workaholic', 'sarcastic')","('reading science fiction', 'playing board games', 'gardening')",data scientist,data crunching,upper middle class,heterosexual,agnostic,1,5.1,brown,blue,fair,average,NORDIC,M,"('NORDIC', 'M')"
751,Dongseok,33,"('charismatic', 'compassionate', 'optimistic')","('impulsive', 'overly trusting', 'easily influenced')","('dancing', 'cooking', 'volunteering')",charity fundraiser,raising awareness,middle class,heterosexual,agnostic,1,6.1,black,brown,olive,muscular,KOREAN,M,"('KOREAN', 'M')"
752,Wafa,29,"('compassionate', 'adaptable', 'hardworking')","('insecure', 'self-critical', 'overly sensitive')","('playing soccer', 'baking', 'yoga')",nurse,healing touch,lower middle class,heterosexual,muslim,1,5.7,black,brown,olive,curvy,ARAB,F,"('ARAB', 'F')"
754,Mehmet,42,"('kind-hearted', 'empathetic', 'determined')","('stubborn', 'traditionalist', 'skeptical')","('fishing', 'woodworking', 'playing chess')",carpenter,handcrafted mastery,lower middle class,heterosexual,muslim,1,5.11,black,brown,olive,stocky,TURKISH,M,"('TURKISH', 'M')"
755,Virgine,37,"('optimistic', 'compassionate', 'generous')","('naive', 'gullible', 'people-pleaser')","('volunteering', 'gardening', 'cooking')",elementary school teacher,nurturing spirit,middle class,heterosexual,christian,1,5.4,brown,blue,fair,petite,FRENCH,F,"('FRENCH', 'F')"
756,Dzenana,31,"('independent', 'ambitious', 'creative')","('guarded', 'perfectionist', 'competitive')","('playing guitar', 'writing poetry', 'painting')",marketing manager,creative marketing,upper middle class,heterosexual,agnostic,1,5.6,black,brown,olive,slim,SLAV,F,"('SLAV', 'F')"
757,Szilard,39,"('caring', 'patient', 'compassionate')","('indecisive', 'pleaser', 'easily influenced')","('gardening', 'reading fiction', 'cooking')",botanist,green thumb,middle class,heterosexual,agnostic,1,5.8,red,green,pale,average,HUNGARIAN,M,"('HUNGARIAN', 'M')"
758,Florette,34,"('optimistic', 'creative', 'spiritual')","('impulsive', 'restless', 'naive')","('singing', 'pottery', 'hiking')",yoga instructor,enlightenment pose,lower middle class,heterosexual,buddhist,1,5.5,brown,hazel,olive,athletic,AFRICAN,F,"('AFRICAN', 'F')"
759,Blair,33,"('intelligent', 'analytical', 'caring')","('introverted', 'perfectionist', 'stubborn')","('reading mystery novels', 'playing piano', 'photography')",forensic scientist,evidence analysis,upper middle class,heterosexual,agnostic,1,5.7,brown,green,fair,average,ENGLISH,M,"('ENGLISH', 'M')"
760,Charilaos,35,"('charismatic', 'adventurous', 'optimistic')","('impatient', 'reckless', 'impulsive')","('rock climbing', 'traveling', 'skydiving')",tour guide,off the beaten path,middle class,heterosexual,agnostic,1,5.9,black,brown,olive,muscular,GREEK,M,"('GREEK', 'M')"
761,Diclehan,29,"('ambitious', 'hardworking', 'analytical')","('perfectionist', 'workaholic', 'introverted')","('playing soccer', 'reading biographies', 'DIY projects')",architect,design innovation,upper middle class,heterosexual,agnostic,1,6.0,black,brown,olive,athletic,TURKISH,F,"('TURKISH', 'F')"
762,Mhairi,38,"('empathetic', 'creative', 'generous')","('people-pleaser', 'indecisive', 'easily influenced')","('knitting', 'gardening', 'volunteering')",art therapist,healing through art,lower class,heterosexual,agnostic,1,5.3,red,blue,fair,curvy,ENGLISH,F,"('ENGLISH', 'F')"
763,Refik,31,"('curious', 'analytical', 'adaptable')","('skeptical', 'guarded', 'introverted')","('playing video games', 'reading fantasy novels', 'painting')",video game developer,code wizardry,upper class,heterosexual,agnostic,1,5.1,black,brown,olive,average,TURKISH,M,"('TURKISH', 'M')"
764,Sungho,35,"('curious', 'analytical', 'empathetic')","('stubborn', 'impatient', 'reserved')","('hiking', 'painting', 'cooking')",software engineer,mindful meditation,middle class,straight,agnostic,1,5.9,black,brown,olive,athletic,KOREAN,M,"('KOREAN', 'M')"
765,Jiatao,28,"('optimistic', 'adventurous', 'kind')","('naive', 'impulsive', 'overly trusting')","('rock climbing', 'traveling', 'reading')",environmental scientist,eco-activism,upper middle class,gay,atheist,1,5.7,brown,green,fair,slim,CHINESE,M,"('CHINESE', 'M')"
766,Hesheng,45,"('patient', 'wise', 'compassionate')","('reserved', 'traditional', 'stubborn')","('gardening', 'calligraphy', 'tea ceremonies')",professor of philosophy,meditative reflection,upper class,straight,Buddhist,1,5.6,grey,brown,pale,average,CHINESE,M,"('CHINESE', 'M')"
767,Rupali,32,"('creative', 'independent', 'optimistic')","('impulsive', 'stubborn', 'introverted')","('painting', 'dancing', 'yoga')",graphic designer,artistic inspiration,middle class,bisexual,spiritual but not religious,1,5.5,red,blue,pale,slender,INDIAN,F,"('INDIAN', 'F')"
768,Rasesh,40,"('analytical', 'reserved', 'loyal')","('pessimistic', 'introverted', 'critical')","('chess', 'philosophy', 'reading')",financial analyst,strategic planning,upper middle class,straight,agnostic,1,5.1,black,brown,olive,average,INDIAN,M,"('INDIAN', 'M')"
769,Seymour,50,"('intelligent', 'caring', 'humorous')","('workaholic', 'stubborn', 'sarcastic')","('birdwatching', 'gardening', 'volunteering')",veterinarian,animal whisperer,middle class,straight,Christian,1,5.8,grey,blue,fair,average,ENGLISH,M,"('ENGLISH', 'M')"
770,Yashraj,30,"('ambitious', 'confident', 'charismatic')","('arrogant', 'stubborn', 'workaholic')","('business networking', 'bodybuilding', 'watching movies')",entrepreneur,negotiation skills,upper class,straight,Hindu,1,6.1,black,brown,tanned,muscular,INDIAN,M,"('INDIAN', 'M')"
771,Farkas,38,"('brave', 'resourceful', 'loyal')","('rigid', 'impulsive', 'rebellious')","('hiking', 'rock climbing', 'martial arts')",firefighter,emergency response,middle class,straight,agnostic,1,6.0,brown,green,olive,athletic,HUNGARIAN,M,"('HUNGARIAN', 'M')"
772,Shixuan,25,"('curious', 'creative', 'adaptable')","('indecisive', 'naive', 'introverted')","('photography', 'travelling', 'playing guitar')",freelance artist,creative expression,lower middle class,pansexual,atheist,1,5.7,black,brown,olive,slim,CHINESE,M,"('CHINESE', 'M')"
773,Guomei,55,"('compassionate', 'hardworking', 'generous')","('overprotective', 'traditional', 'superstitious')","('gardening', 'cooking', 'yoga')",caretaker,empathetic caregiving,lower class,straight,Buddhist,1,5.4,grey,brown,olive,plump,CHINESE,F,"('CHINESE', 'F')"
774,Judit,42,"('intuitive', 'analytical', 'independent')","('skeptical', 'critical', 'reserved')","('reading', 'yoga', 'solving puzzles')",psychologist,empathy,upper middle class,lesbian,agnostic,1,5.6,blonde,blue,fair,slender,HUNGARIAN,F,"('HUNGARIAN', 'F')"
775,Akio,33,"('charismatic', 'adventurous', 'confident')","('reckless', 'impulsive', 'arrogant')","('skydiving', 'surfing', 'traveling')",risk manager,risk assessment,upper middle class,straight,agnostic,1,5.8,black,brown,olive,athletic,JAPANESE,M,"('JAPANESE', 'M')"
776,Eevariitta,48,"('wise', 'kind', 'spiritual')","('guarded', 'traditional', 'superstitious')","('meditation', 'gardening', 'reading spiritual texts')",yoga instructor,healing energies,middle class,straight,spiritual but not religious,1,5.7,white,green,fair,slender,NORDIC,F,"('NORDIC', 'F')"
777,Abdulrasool,50,"('wise', 'experienced', 'respectful')","('traditional', 'reserved', 'superstitious')","('calligraphy', 'playing chess', 'morning walks')",retired teacher,stories from the past,lower middle class,straight,Muslim,1,5.6,black,brown,olive,average,ARAB,M,"('ARAB', 'M')"
778,Ceyhan,37,"('creative', 'optimistic', 'adventurous')","('impulsive', 'reckless', 'impatient')","('surfing', 'creative writing', 'traveling')",tour guide,create unforgettable memories,middle class,gay,agnostic,1,5.9,brown,hazel,olive,athletic,TURKISH,M,"('TURKISH', 'M')"
779,Krisztian,40,"('analytical', 'logical', 'dedicated')","('introverted', 'reserved', 'perfectionist')","('playing chess', 'programming', 'volunteering')",computer programmer,debugging skills,upper middle class,straight,agnostic,1,5.8,brown,blue,fair,average,HUNGARIAN,M,"('HUNGARIAN', 'M')"
780,Sarka,29,"('empathetic', 'compassionate', 'creative')","('overly sensitive', 'insecure', 'self-critical')","('painting', 'volunteering', 'meditation')",social worker,supportive counseling,lower class,straight,agnostic,1,5.6,brown,green,olive,average,SLAV,F,"('SLAV', 'F')"
781,Matitiahu,45,"('wise', 'calm', 'thoughtful')","('traditional', 'resistant to change', 'stubborn')","('reading philosophical texts', 'gardening', 'listening to classical music')",philosophy professor,philosophical wisdom,upper middle class,straight,agnostic,1,5.9,grey,brown,fair,average,ISRAELI,M,"('ISRAELI', 'M')"
782,Warunee,34,"('kind', 'nurturing', 'compassionate')","('overprotective', 'traditional', 'superstitious')","('cooking', 'sewing', 'caring for plants')",florist,natural green thumb,middle class,straight,Buddhist,1,5.5,black,brown,olive,plump,THAI,F,"('THAI', 'F')"
783,Katalin,39,"('creative', 'intuitive', 'charming')","('indecisive', 'fluctuating moods', 'tends to avoid conflict')","('pottery', 'writing poetry', 'singing')",art therapist,expressive arts therapy,middle class,straight,agnostic,1,5.6,blonde,blue,fair,slender,HUNGARIAN,F,"('HUNGARIAN', 'F')"
784,Miina,28,"('adventurous', 'curious', 'open-minded')","('impatient', 'blunt', 'stubborn')","('rock climbing', 'photography', 'cooking')",freelance graphic designer,Creative Spark,middle class,heterosexual,agnostic,1,5.5,brown,blue,fair,athletic,NORDIC,F,"('NORDIC', 'F')"
785,Sebiha,35,"('compassionate', 'analytical', 'determined')","('perfectionist', 'reserved', 'guarded')","('gardening', 'listening to podcasts', 'yoga')",social worker,Empathy Wave,lower middle class,homosexual,Muslim,1,5.7,black,brown,olive,slim,TURKISH,F,"('TURKISH', 'F')"
786,Sant'ana,42,"('charming', 'optimistic', 'adaptable')","('impulsive', 'vain', 'rebellious')","('dancing', 'volunteering', 'traveling')",restaurant owner,Hospitality Strike,working class,bisexual,Christian,1,5.3,blonde,green,pale,average,HISPANIC,F,"('HISPANIC', 'F')"
787,Christodoulos,50,"('wise', 'patient', 'resilient')","('conventional', 'stoic', 'stubborn')","('philosophy', 'woodworking', 'gardening')",retired professor,Eternal Wisdom,upper class,heterosexual,Greek Orthodox,1,5.9,gray,brown,fair,lean,GREEK,M,"('GREEK', 'M')"
788,Crisanto,32,"('friendly', 'energetic', 'optimistic')","('scatterbrained', 'impulsive', 'reckless')","('surfing', 'DJing', 'painting')",beach bartender,Wave Rider,lower class,heterosexual,agnostic,1,6.1,brown,hazel,tanned,muscular,HISPANIC,M,"('HISPANIC', 'M')"
789,Baiba,45,"('caring', 'practical', 'reserved')","('skeptical', 'uptight', 'pessimistic')","('knitting', 'baking', 'bird watching')",school librarian,Bookworm Blast,working class,heterosexual,pagan,1,5.4,red,gray,pale,plump,BALTIC,F,"('BALTIC', 'F')"
