,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
675,Wasana,31,"('Confident', 'Outgoing', 'Ambitious')","('Arrogant', 'Manipulative', 'Ruthless')","('Fashion Designing', 'Partying', 'Traveling')",Businesswoman,Negotiation Skills,Upper Middle Class,Heterosexual,Muslim,1,5.7,Dark Brown,Hazel,Dark,Fit,THAI,F,"('THAI', 'F')"
676,Iclal,27,"('Responsible', 'Practical', 'Loyal')","('Risk-Averse', 'Overly Cautious', 'Stubborn')","('Gardening', 'Cooking', 'Woodworking')",Architect,Design Expertise,Middle Class,Homosexual,Agnostic,1,5.5,Dark Brown,Brown,Olive,Muscular,TURKISH,F,"('TURKISH', 'F')"
677,Kruthika,30,"('Curious', 'Analytical', 'Independent')","('Distractible', 'Overly Critical', 'Rebellious')","('Reading', 'Playing Chess', 'Hiking')",Researcher,Research Expertise,Lower Middle Class,Bisexual,Hindu,1,5.6,Dark Brown,Brown,Dark,Slim,INDIAN,F,"('INDIAN', 'F')"
678,Meilin,26,"('Empathetic', 'Diplomatic', 'Responsible')","('Indecisive', 'Overly Selfless', 'Timid')","('Gardening', 'Cooking', 'Yoga')",Teacher,Teaching Expertise,Middle Class,Heterosexual,Buddhist,1,5.4,Black,Brown,Fair,Petite,CHINESE,F,"('CHINESE', 'F')"
679,Hikmet,33,"('Logical', 'Analytical', 'Practical')","('Overly Critical', 'Perfectionistic', 'Distant')","('Chess', 'Reading', 'Hiking')",Engineer,Problem-Solving Skills,Upper Middle Class,Homosexual,Agnostic,1,5.1,Dark Brown,Hazel,Olive,Muscular,TURKISH,M,"('TURKISH', 'M')"
680,Pieranna,29,"('Outgoing', 'Spontaneous', 'Adventurous')","('Impulsive', 'Reckless', 'Inconsiderate')","('Traveling', 'Playing Music', 'Skydiving')",Travel Blogger,Language Mastery,Upper Middle Class,Bisexual,Catholic,1,5.9,Blonde,Blue,Fair,Lean,ITALIAN,F,"('ITALIAN', 'F')"
681,Hennariikka,32,"('Creative', 'Expressive', 'Spontaneous')","('Moody', 'Impulsive', 'Distractible')","('Dancing', 'Singing', 'Writing Poetry')",Artist,Artistic Expression,Lower Class,Homosexual,Agnostic,1,5.8,Light Brown,Green,Fair,Fit,NORDIC,F,"('NORDIC', 'F')"
682,Chatchawan,35,"('Confident', 'Outgoing', 'Ambitious')","('Arrogant', 'Manipulative', 'Ruthless')","('Fashion Designing', 'Partying', 'Traveling')",Businessman,Negotiation Skills,Upper Class,Heterosexual,Buddhist,1,5.11,Black,Brown,Dark,Muscular,THAI,M,"('THAI', 'M')"
683,Mohamadou,28,"('curious', 'ambitious', 'determined')","('impulsive', 'perfectionist', 'restless')","('reading', 'hiking', 'cooking')",software engineer, coding sprint,middle class,heterosexual,agnostic,1,5.9,black,brown,dark brown,athletic,AFRICAN,M,"('AFRICAN', 'M')"
684,Merja,32,"('confident', 'outgoing', 'empathetic')","('bossy', 'reckless', 'distractible')","('dancing', 'painting', 'traveling')",event planner,party charm,upper middle class,homosexual,Christian,1,5.7,blonde,blue,fair,petite,NORDIC,F,"('NORDIC', 'F')"
685,Jurita,25,"('adventurous', 'spontaneous', 'caring')","('careless', 'impetuous', 'forgetful')","('rock climbing', 'photography', 'biking')",wildlife biologist,survival instincts,lower middle class,bisexual,agnostic,1,5.8,brown,green,olive,athletic,BALTIC,F,"('BALTIC', 'F')"
686,Kornelia,29,"('intelligent', ' analytical', ' reserved')","('aloof', 'critical', 'perfectionist')","('playing chess', 'reading', 'gaming')",data scientist,data crunch,upper middle class,heterosexual,atheist,1,5.5,black,brown,fair,slender,GERMAN,F,"('GERMAN', 'F')"
687,Keiko,26,"('creative', 'friendly', 'optimistic')","('scattered', 'naive', 'fearful')","('writing', 'drawing', 'gardening')",graphic designer,artistic flair,lower middle class,homosexual,Buddhist,1,5.4,dark brown,brown,light brown,petite,JAPANESE,F,"('JAPANESE', 'F')"
688,Jolan,27,"('charismatic', 'confident', 'competitive')","('arrogant', 'selfish', 'hot-headed')","('playing soccer', 'weightlifting', 'video games')",professional athlete,power shot,upper class,heterosexual,Catholic,1,6.1,blonde,blue,fair,muscular,HUNGARIAN,F,"('HUNGARIAN', 'F')"
689,Gianangelo,30,"('charming', 'outgoing', 'romantic')","('flirtatious', 'dishonest', 'lazy')","('playing music', 'dancing', 'cooking')",music teacher,serenade,middle class,homosexual,Catholic,1,5.9,dark brown,brown,olive,slender,ITALIAN,M,"('ITALIAN', 'M')"
690,Bhuvaneshwari,24,"('intelligent', 'resourceful', 'independent')","('stubborn', 'critical', 'distant')","('hiking', 'reading', 'yoga')",environmental engineer,eco-hack,lower middle class,heterosexual,Hindu,1,5.6,black,brown,dark brown,athletic,INDIAN,F,"('INDIAN', 'F')"
691,Rodolphe,31,"('adventurous', 'brave', 'leadership')","('reckless', 'authoritarian', 'arrogant')","('rock climbing', 'paragliding', 'martial arts')",search and rescue team leader,rescue rush,upper middle class,heterosexual,agnostic,1,6.0,blonde,blue,fair,muscular,FRENCH,M,"('FRENCH', 'M')"
692,Pierino,25,"('creative', ' friendly', ' optimistic')","('daydreamer', 'forgetful', 'fearful')","('playing guitar', 'writing', 'traveling')",travel blogger,travel tale,lower middle class,bisexual,agnostic,1,5.8,dark brown,brown,olive,slender,ITALIAN,M,"('ITALIAN', 'M')"
693,Tinneke,28,"('confident', 'outgoing', 'empathetic')","('bossy', 'selfish', 'gossipy')","('fashion design', 'shopping', 'dancing')",fashion designer,fashion flair,upper middle class,heterosexual,Christian,1,5.7,blonde,blue,fair,petite,DUTCH,F,"('DUTCH', 'F')"
694,Yimei,29,"('intelligent', ' analytical', ' reserved')","('aloof', 'perfectionist', 'pessimistic')","('playing chess', 'reading', 'gaming')",data analyst,data dash,lower middle class,homosexual,Buddhist,1,5.5,black,brown,light brown,slender,CHINESE,F,"('CHINESE', 'F')"
695,Aleksandras,27,"('charismatic', 'confident', 'competitive')","('arrogant', 'selfish', 'aggressive')","('playing basketball', 'weightlifting', 'video games')",professional athlete,slam dunk,upper class,heterosexual,Orthodox,1,6.2,blonde,blue,fair,muscular,BALTIC,M,"('BALTIC', 'M')"
696,Rauno,30,"('adventurous', 'brave', 'leadership')","('reckless', 'authoritarian', 'arrogant')","('rock climbing', 'paragliding', 'martial arts')",emergency medical technician,medic rush,middle class,heterosexual,agnostic,1,5.11,blonde,blue,fair,athletic,NORDIC,M,"('NORDIC', 'M')"
697,Erminia,26,"('creative', 'friendly', 'optimistic')","('scattered', 'naive', 'fearful')","('writing', 'drawing', 'gardening')",graphic designer,artistic flair,lower middle class,homosexual,Buddhist,1,5.4,dark brown,brown,light brown,petite,ITALIAN,F,"('ITALIAN', 'F')"
698,Vyta,28,"('intelligent', 'resourceful', 'independent')","('stubborn', 'critical', 'distant')","('hiking', 'reading', 'yoga')",environmental scientist,eco-hack,lower middle class,heterosexual,Hindu,1,5.6,black,brown,dark brown,athletic,BALTIC,F,"('BALTIC', 'F')"
699,Abdulmajed,29,"('charming', 'outgoing', 'romantic')","('flirtatious', 'dishonest', 'lazy')","('playing music', 'dancing', 'cooking')",music teacher,serenade,middle class,homosexual,Muslim,1,5.9,dark brown,brown,olive,slender,ARAB,M,"('ARAB', 'M')"
700,Lutfu,25,"('adventurous', 'spontaneous', 'caring')","('careless', 'impetuous', 'forgetful')","('rock climbing', 'photography', 'biking')",wildlife biologist,survival instincts,lower middle class,bisexual,agnostic,1,5.8,brown,green,olive,athletic,TURKISH,M,"('TURKISH', 'M')"
701,Hirohiko,31,"('intelligent', ' analytical', ' reserved')","('aloof', 'perfectionist', 'pessimistic')","('playing chess', 'reading', 'gaming')",data scientist,data crunch,upper middle class,heterosexual,Shinto,1,5.5,black,brown,light brown,slender,JAPANESE,M,"('JAPANESE', 'M')"
702,Torleiv,27,"('charismatic', 'confident', 'competitive')","('arrogant', 'selfish', 'hot-headed')","('playing soccer', 'weightlifting', 'video games')",professional athlete,power shot,upper class,heterosexual,Lutheran,1,6.1,blonde,blue,fair,muscular,NORDIC,M,"('NORDIC', 'M')"
703,Radomir,32,"('determined', 'ambitious', 'generous')","('impulsive', 'reckless', 'pessimistic')","('hiking', 'reading', 'cooking')",Software Engineer,Tech Mastery,middle class,homosexual,atheist,1,5.9,brown,green,olive,athletic,SLAV,M,"('SLAV', 'M')"
704,Karoly,29,"('charismatic', 'confident', 'empathetic')","('arrogant', 'manipulative', 'insecure')","('photography', 'traveling', 'yoga')",Marketing Manager,Persuasion,upper class,heterosexual,christian,1,6.1,blonde,blue,fair,lean,HUNGARIAN,M,"('HUNGARIAN', 'M')"
705,Yoonkyung,26,"('curious', 'adventurous', ' analytical')","('distracted', 'procrastinating', 'perfectionistic')","('gaming', 'drawing', 'playing guitar')",Data Analyst,Data Insight,lower middle class,bisexual,buddhist,1,5.5,black,brown,light brown,petite,KOREAN,F,"('KOREAN', 'F')"
706,Meletios,35,"('wise', 'compassionate', 'persistent')","('pessimistic', 'critical', 'stubborn')","('meditation', 'gardening', 'writing')",Psychologist,Empathy,upper middle class,heterosexual,orthodox,1,6.0,gray,hazel,olive,stocky,GREEK,M,"('GREEK', 'M')"
707,Willemijn,24,"('outgoing', 'spontaneous', 'humorous')","('immature', 'selfish', 'careless')","('partying', 'dancing', 'shopping')",Event Coordinator,Party Animal,lower class,heterosexual,agnostic,1,5.7,blonde,blue,fair,curvy,DUTCH,F,"('DUTCH', 'F')"
708,Dimitris,38,"('confident', 'charismatic', 'decisive')","('authoritarian', 'impulsive', 'secretive')","('politics', 'sports', 'reading')",Business Owner,Leadership,upper class,heterosexual,orthodox,1,6.2,dark brown,brown,olive,muscular,GREEK,M,"('GREEK', 'M')"
709,Chrysi,28,"('creative', 'empathetic', 'open-minded')","('indecisive', 'overly sensitive', 'scatterbrained')","('painting', 'playing piano', 'hiking')",Graphic Designer,Artistic Vision,lower middle class,homosexual,agnostic,1,5.6,red,green,fair,petite,GREEK,F,"('GREEK', 'F')"
710,Kazeem,31,"('calm', 'analytical', 'resourceful')","('overly critical', 'perfectionistic', 'introverted')","('reading', 'playing chess', 'coding')",Computer Scientist,Algorithmic Genius,upper middle class,heterosexual,muslim,1,6.0,black,brown,dark brown,lean,AFRICAN,M,"('AFRICAN', 'M')"
711,Dieuwertje,27,"('adventurous', 'spontaneous', 'confident')","('reckless', 'impulsive', 'selfish')","('traveling', 'skydiving', 'rock climbing')",Adventure Guide,Thrill Seeker,lower middle class,bisexual,agnostic,1,5.9,blonde,blue,fair,athletic,DUTCH,F,"('DUTCH', 'F')"
712,Zerin,33,"('intelligent', ' resourceful', 'ambitious')","('competitive', 'arrogant', 'manipulative')","('reading', 'playing strategy games', 'coding')",AI Researcher,AI Mastery,upper class,homosexual,atheist,1,5.8,dark brown,brown,light brown,lean,TURKISH,F,"('TURKISH', 'F')"
713,Taghrid,30,"('empathetic', 'compassionate', 'optimistic')","('overly sensitive', 'indecisive', 'naive')","('volunteering', 'hiking', 'yoga')",Social Worker,Empathic Connection,lower middle class,heterosexual,muslim,1,5.7,dark brown,brown,olive,curvy,ARAB,F,"('ARAB', 'F')"
714,Borges,36,"('intelligent', 'creative', 'independent')","('eccentric', 'reclusive', 'arrogant')","('writing', 'philosophy', 'playing chess')",Philosopher,Philosophical Insight,upper middle class,heterosexual,agnostic,1,6.1,gray,hazel,fair,lean,HISPANIC,M,"('HISPANIC', 'M')"
715,Jiaying,25,"('outgoing', 'confident', 'determined')","('impulsive', 'reckless', 'selfish')","('partying', 'dancing', 'shopping')",Fashion Model,Fashion Sense,upper class,heterosexual,buddhist,1,5.1,black,brown,light brown,slim,CHINESE,F,"('CHINESE', 'F')"
716,Smadar,34,"('empathetic', 'compassionate', 'persistent')","('overly sensitive', 'indecisive', 'pessimistic')","('volunteering', 'hiking', 'meditation')",Counselor,Empathic Listening,middle class,homosexual,jewish,1,5.8,brown,green,olive,curvy,ISRAELI,F,"('ISRAELI', 'F')"
717,Adwoa,29,"('confident', 'charismatic', 'ambitious')","('arrogant', 'manipulative', 'insecure')","('politics', 'sports', 'reading')",Politician,Leadership,upper class,heterosexual,christian,1,5.11,black,brown,dark brown,athletic,AFRICAN,F,"('AFRICAN', 'F')"
718,Paolo,37,"('intelligent', 'resourceful', 'persistent')","('competitive', 'arrogant', 'secretive')","('reading', 'playing strategy games', 'coding')",Business Consultant,Business Acumen,upper middle class,heterosexual,catholic,1,6.0,dark brown,brown,olive,lean,ITALIAN,M,"('ITALIAN', 'M')"
719,Zrinka,26,"('creative', 'empathetic', 'open-minded')","('indecisive', 'overly sensitive', 'scatterbrained')","('painting', 'playing piano', 'hiking')",Graphic Designer,Artistic Vision,lower middle class,homosexual,agnostic,1,5.6,blonde,blue,fair,petite,SLAV,F,"('SLAV', 'F')"
720,Magdolna,31,"('intelligent', 'analytical', 'resourceful')","('overly critical', 'perfectionistic', 'introverted')","('reading', 'playing chess', 'coding')",Data Scientist,Data Insight,upper middle class,heterosexual,christian,1,5.9,dark brown,brown,olive,lean,HUNGARIAN,F,"('HUNGARIAN', 'F')"
721,Kazuteru,35,"('calm', 'confident', 'persistent')","('pessimistic', 'critical', 'stubborn')","('meditation', 'gardening', 'writing')",Psychologist,Empathy,upper middle class,heterosexual,buddhist,1,5.11,black,brown,light brown,lean,JAPANESE,M,"('JAPANESE', 'M')"
722,Romina,28,"('outgoing', 'spontaneous', 'humorous')","('immature', 'selfish', 'careless')","('partying', 'dancing', 'shopping')",Event Coordinator,Party Animal,lower class,heterosexual,agnostic,1,5.8,blonde,blue,fair,curvy,ITALIAN,F,"('ITALIAN', 'F')"
723,Ermenegildo,35,"('adventurous', 'ambitious', 'curious')","('impulsive', 'rebellious', 'skeptical')","('rock climbing', 'reading', 'cooking')",software engineer, coding wizardry,middle class,heterosexual,agnostic,1,5.9,brown,hazel,olive,athletic,ITALIAN,M,"('ITALIAN', 'M')"
724,Siriporn,28,"('optimistic', 'empathetic', 'persistent')","('naive', 'anxious', 'perfectionist')","('yoga', 'gaming', 'photography')",graphic designer,design flair,lower middle class,homosexual,buddhist,1,5.5,black,brown,tan,petite,THAI,F,"('THAI', 'F')"
725,Nechama,42,"('wise', 'compassionate', 'pragmatic')","('pessimistic', 'critical', 'overly cautious')","('gardening', 'hiking', 'meditation')",counselor,emotional intelligence,upper middle class,bisexual,jewish,1,5.7,red,green,fair,curvy,ISRAELI,F,"('ISRAELI', 'F')"
726,Riitta,32,"('confident', 'outgoing', 'spontaneous')","('arrogant', 'reckless', 'flirtatious')","('dancing', 'traveling', 'socializing')",marketing manager,charisma boost,upper class,heterosexual,lutheran,1,5.1,blonde,blue,fair,athletic,NORDIC,F,"('NORDIC', 'F')"
727,Lindell,25,"('creative', 'playful', 'independent')","('immature', 'selfish', 'restless')","('sketching', 'playing guitar', 'skateboarding')",freelance artist,artistic vision,lower class,pansexual,agnostic,1,6.1,brown,hazel,olive,lean,ENGLISH,M,"('ENGLISH', 'M')"
728,Meira,38,"('intelligent', ' reserved', ' strategic')","('distant', ' calculating', ' perfectionist')","('reading', 'chess', 'coding')",data scientist,data analysis,upper middle class,asexual,atheist,1,5.8,dark brown,brown,olive,slim,ISRAELI,F,"('ISRAELI', 'F')"
729,Guzin,29,"('adaptable', 'enthusiastic', 'loyal')","('impulsive', 'hot-headed', 'overly dependent')","('hiking', 'playing soccer', 'cooking')",nurse,quick reflexes,middle class,heterosexual,muslim,1,5.9,black,brown,tan,athletic,TURKISH,F,"('TURKISH', 'F')"
730,Thorvald,41,"('brave', 'confident', 'authoritative')","('arrogant', 'aggressive', 'close-minded')","('weightlifting', 'hunting', 'reading')",police officer,tactical expertise,middle class,heterosexual,christian,1,6.2,blonde,blue,fair,muscular,NORDIC,M,"('NORDIC', 'M')"
731,Ottavia,27,"('charming', 'outgoing', 'spontaneous')","('flirtatious', 'reckless', 'self-centered')","('dancing', 'traveling', 'socializing')",event planner,networking skills,upper middle class,bisexual,catholic,1,5.6,dark brown,hazel,olive,petite,ITALIAN,F,"('ITALIAN', 'F')"
732,Bela,33,"('curious', ' analytical', 'reserved')","('distant', 'overly critical', 'perfectionist')","('reading', 'hiking', 'playing chess')",research scientist,scientific insight,upper middle class,homosexual,agnostic,1,5.11,brown,hazel,fair,slim,HUNGARIAN,M,"('HUNGARIAN', 'M')"
733,Meihua,26,"('creative', 'empathetic', 'persistent')","('sensitive', 'anxious', 'overly selfless')","('painting', 'playing piano', 'yoga')",art therapist,emotional expression,lower middle class,pansexual,buddhist,1,5.4,black,brown,tan,petite,CHINESE,F,"('CHINESE', 'F')"
734,Paoloplacido,39,"('charismatic', 'confident', 'ambitious')","('arrogant', 'manipulative', 'aggressive')","('playing tennis', 'reading', 'socializing')",business owner,business acumen,upper class,heterosexual,catholic,1,6.0,dark brown,hazel,olive,athletic,ITALIAN,M,"('ITALIAN', 'M')"
735,Nachshon,31,"('confident', 'outgoing', 'adventurous')","('arrogant', 'reckless', 'impulsive')","('skydiving', 'traveling', 'playing guitar')",tour guide,wilderness survival,middle class,heterosexual,jewish,1,5.11,brown,hazel,olive,athletic,ISRAELI,M,"('ISRAELI', 'M')"
736,Saniye,36,"('empathetic', 'intuitive', 'creative')","('overly sensitive', 'anxious', 'flaky')","('meditation', 'yoga', 'painting')",life coach,emotional intuition,middle class,homosexual,muslim,1,5.7,dark brown,brown,tan,curvy,TURKISH,F,"('TURKISH', 'F')"
737,Caisa,24,"('adventurous', 'spontaneous', 'confident')","('impulsive', 'reckless', 'self-centered')","('rock climbing', 'traveling', 'socializing')",freelance photographer,photography skills,lower middle class,pansexual,agnostic,1,5.9,blonde,blue,fair,athletic,NORDIC,F,"('NORDIC', 'F')"
738,Karolin,30,"('intelligent', 'analytical', ' reserved')","('distant', 'overly critical', 'perfectionist')","('reading', 'hiking', 'playing chess')",data analyst,data analysis,upper middle class,asexual,atheist,1,5.8,brown,hazel,fair,slim,GERMAN,F,"('GERMAN', 'F')"
739,Yudong,29,"('outgoing', 'enthusiastic', 'loyal')","('impulsive', 'hot-headed', 'overly dependent')","('playing soccer', 'hiking', 'cooking')",physical therapist,physical strength,middle class,heterosexual,buddhist,1,5.1,black,brown,tan,athletic,CHINESE,M,"('CHINESE', 'M')"
740,Adebayo,37,"('charismatic', 'confident', 'ambitious')","('arrogant', 'manipulative', 'aggressive')","('playing basketball', 'reading', 'socializing')",politician,charisma boost,upper class,heterosexual,christian,1,6.2,black,brown,dark,muscular,AFRICAN,M,"('AFRICAN', 'M')"
741,Liping,25,"('creative', 'empathetic', 'persistent')","('sensitive', 'anxious', 'overly selfless')","('painting', 'playing piano', 'yoga')",graphic designer,design flair,lower middle class,pansexual,buddhist,1,5.5,black,brown,tan,petite,CHINESE,F,"('CHINESE', 'F')"
742,Guillemette,34,"('intelligent', 'analytical', ' reserved')","('distant', 'overly critical', 'perfectionist')","('reading', 'hiking', 'playing chess')",researcher,scientific insight,upper middle class,homosexual,agnostic,1,5.9,brown,hazel,fair,slim,FRENCH,F,"('FRENCH', 'F')"
743,Luigia,32,"('adventurous', 'empathetic', 'resourceful')","('reckless', 'procrastinator', 'short-tempered')","('rock climbing', 'cooking', 'reading')",Software Engineer, coding marathon,middle class,homosexual,agnostic,1,5.6,dark brown,green,olive,athletic,ITALIAN,F,"('ITALIAN', 'F')"
744,Valdis,41,"('analytical', 'persistent', ' Reserved')","('perfectionist', 'distant', 'stubborn')","('photography', 'hiking', 'playing chess')",Data Analyst,statistical insight,upper middle class,heterosexual,Christian,1,6.1,blond,blue,fair,lean,BALTIC,M,"('BALTIC', 'M')"
745,Eiliv,28,"('outgoing', 'spontaneous', 'charismatic')","('impulsive', 'flirtatious', 'disorganized')","('playing guitar', 'traveling', 'attending concerts')",Music Teacher,melodic charm,lower middle class,bisexual,Atheist,1,5.9,light brown,hazel,fair,slender,NORDIC,M,"('NORDIC', 'M')"
746,Bernardpierre,35,"('confident', 'ambitious', ' loyal')","('arrogant', 'controlling', 'hot-headed')","('playing tennis', 'reading business books', 'collecting art')",Business Owner,business savvy,upper class,heterosexual,Catholic,1,6.2,black,dark brown,dark,muscular,FRENCH,M,"('FRENCH', 'M')"
747,Winai,29,"('creative', 'open-minded', 'adaptable')","(' scatterbrained', 'indecisive', 'lazy')","('writing poetry', 'practicing yoga', 'cooking Thai food')",Graphic Designer,artistic vision,lower middle class,homosexual,Buddhist,1,5.7,dark brown,brown,tan,slender,THAI,M,"('THAI', 'M')"
748,Weisheng,38,"('practical', 'responsible', 'diplomatic')","('cautious', 'bureaucratic', 'inflexible')","('playing chess', 'reading history books', 'practicing calligraphy')",Government Official,strategic thinking,upper middle class,heterosexual,Taoist,1,5.8,black,dark brown,light,stocky,CHINESE,M,"('CHINESE', 'M')"
749,Erzsebet,25,"('idealistic', 'emotional', 'romantic')","('overly sensitive', 'moody', 'clingy')","('writing songs', 'attending music festivals', 'practicing meditation')",Musician,emotional resonance,lower class,pansexual,Spiritual,1,5.5,red,green,fair,petite,HUNGARIAN,F,"('HUNGARIAN', 'F')"
750,Petteri,40,"('logical', 'independent', 'introverted')","('antisocial', 'stubborn', ' emotionally detached')","('playing video games', 'reading science fiction', 'building models')",Computer Programmer, coding wizardry,upper middle class,heterosexual,Agnostic,1,5.1,blond,blue,fair,lean,NORDIC,M,"('NORDIC', 'M')"
751,Dongseok,30,"('determined', 'disciplined', 'respectful')","('inflexible', 'conservative', 'distrustful')","('practicing martial arts', 'reading history books', 'playing Go')",Military Officer,martial prowess,upper middle class,heterosexual,Buddhist,1,6.0,black,dark brown,light,muscular,KOREAN,M,"('KOREAN', 'M')"
752,Wafa,27,"('optimistic', 'outgoing', 'caring')","('naive', 'impulsive', 'talkative')","('playing soccer', 'attending concerts', 'cooking Middle Eastern food')",Social Worker,emotional support,lower middle class,heterosexual,Muslim,1,5.8,dark brown,brown,olive,athletic,ARAB,F,"('ARAB', 'F')"
754,Mehmet,36,"('charismatic', 'confident', ' entrepreneurial')","('arrogant', 'manipulative', 'reckless')","('playing basketball', 'reading business books', 'attending networking events')",Entrepreneur,business acumen,upper class,heterosexual,Muslim,1,6.1,black,dark brown,dark,muscular,TURKISH,M,"('TURKISH', 'M')"
755,Virgine,39,"('analytical', 'practical', ' Reserved')","('perfectionist', 'critical', 'aloof')","('playing chess', 'reading science books', 'practicing yoga')",Scientist,scientific insight,upper middle class,heterosexual,Agnostic,1,5.9,brown,hazel,fair,slender,FRENCH,F,"('FRENCH', 'F')"
756,Dzenana,26,"('creative', 'open-minded', 'spontaneous')","('disorganized', 'impulsive', 'selfish')","('writing poetry', 'attending music festivals', 'practicing photography')",Artist,artistic expression,lower class,pansexual,Spiritual,1,5.6,blond,blue,fair,petite,SLAV,F,"('SLAV', 'F')"
757,Szilard,34,"('intelligent', 'independent', 'introverted')","('antisocial', 'arrogant', 'emotionally detached')","('reading philosophy books', 'playing chess', 'practicing meditation')",Philosopher,philosophical insight,upper middle class,heterosexual,Atheist,1,5.11,dark brown,green,fair,lean,HUNGARIAN,M,"('HUNGARIAN', 'M')"
758,Florette,29,"('empathetic', 'caring', ' idealistic')","('overly sensitive', 'naive', 'indifferent')","('volunteering', 'practicing yoga', 'reading self-help books')",Nurse,healing touch,lower middle class,heterosexual,Christian,1,5.7,blond,blue,fair,athletic,AFRICAN,F,"('AFRICAN', 'F')"
759,Blair,31,"('confident', 'charismatic', 'ambitious')","('arrogant', 'manipulative', 'ruthless')","('playing tennis', 'reading business books', 'attending networking events')",Lawyer,persuasive argument,upper class,heterosexual,Agnostic,1,6.0,dark brown,hazel,fair,muscular,ENGLISH,M,"('ENGLISH', 'M')"
760,Charilaos,37,"('practical', 'responsible', 'diplomatic')","('cautious', 'bureaucratic', 'inflexible')","('playing chess', 'reading history books', 'practicing calligraphy')",Government Official,strategic thinking,upper middle class,heterosexual,Orthodox Christian,1,5.1,black,dark brown,light,stocky,GREEK,M,"('GREEK', 'M')"
761,Diclehan,24,"('adventurous', 'spontaneous', 'confident')","('impulsive', 'reckless', 'arrogant')","('playing soccer', 'attending concerts', 'practicing parkour')",Athlete,athletic prowess,lower middle class,heterosexual,Muslim,1,6.2,dark brown,brown,olive,athletic,TURKISH,F,"('TURKISH', 'F')"
762,Mhairi,33,"('emotional', 'idealistic', 'romantic')","('overly sensitive', 'moody', 'clingy')","('writing poetry', 'attending music festivals', 'practicing meditation')",Musician,emotional resonance,lower class,pansexual,Spiritual,1,5.6,red,green,fair,petite,ENGLISH,F,"('ENGLISH', 'F')"
763,Refik,42,"('logical', 'independent', 'introverted')","('antisocial', 'stubborn', 'emotionally detached')","('playing video games', 'reading science fiction', 'building models')",Computer Programmer,coding wizardry,upper middle class,heterosexual,Agnostic,1,5.9,blond,blue,fair,lean,TURKISH,M,"('TURKISH', 'M')"
764,Sungho,25,"('adventurous', 'curious', 'persistent')","('reckless', 'impulsive', 'stubborn')","('rock climbing', 'reading', 'cooking')",Software Engineer, coding sprint,middle class,heterosexual,agnostic,1,5.9,dark brown,hazel,olive,athletic,KOREAN,M,"('KOREAN', 'M')"
765,Jiatao,30,"('ambitious', 'confident', 'outgoing')","('arrogant', 'reckless', ' manipulative')","('playing piano', 'hiking', 'photography')",Marketing Manager,power pitch,upper middle class,homosexual,buddhist,1,6.1,black,brown,fair,lean,CHINESE,M,"('CHINESE', 'M')"
766,Hesheng,28,"('analytical', 'logical', 'independent')","('distant', 'aloof', 'perfectionist')","('playing chess', 'gardening', 'writing')",Data Scientist,data dive,lower middle class,bisexual,atheist,1,5.8,light brown,green,pale,slender,CHINESE,M,"('CHINESE', 'M')"
767,Rupali,22,"('creative', 'empathetic', 'optimistic')","('naive', 'emotional', 'indisciplined')","('painting', 'dancing', 'yoga')",Art Student,artistic expression,lower class,heterosexual,hindu,1,5.5,dark brown,brown,olive,petite,INDIAN,F,"('INDIAN', 'F')"
768,Rasesh,35,"('charismatic', 'confident', 'authentic')","('domineering', 'aggressive', 'impulsive')","('playing cricket', 'reading', 'traveling')",Entrepreneur,inspirational speech,upper class,homosexual,muslim,1,6.2,black,brown,dark,muscular,INDIAN,M,"('INDIAN', 'M')"
769,Seymour,29,"('intuitive', 'empathetic', 'flexible')","('indecisive', 'anxious', 'overly sensitive')","('meditating', 'hiking', 'cooking')",Counselor,emotional intelligence,middle class,heterosexual,christian,1,5.1,blond,blue,fair,slender,ENGLISH,M,"('ENGLISH', 'M')"
770,Yashraj,26,"('adventurous', 'spontaneous', 'outgoing')","('impulsive', 'reckless', 'selfish')","('playing guitar', 'traveling', 'extreme sports')",Travel Blogger,spontaneous adventure,upper middle class,bisexual,agnostic,1,6.0,dark brown,hazel,olive,athletic,INDIAN,M,"('INDIAN', 'M')"
771,Farkas,32,"('resilient', 'resourceful', 'pragmatic')","('cynical', 'pessimistic', 'isolated')","('hiking', 'reading', 'woodworking')",Wilderness Guide,survival skills,lower middle class,heterosexual,atheist,1,6.1,light brown,green,fair,muscular,HUNGARIAN,M,"('HUNGARIAN', 'M')"
772,Shixuan,24,"('curious', 'analytical', 'independent')","('perfectionist', 'introverted', 'overly critical')","('playing chess', 'reading', ' coding')",Software Developer,algorithmic insight,upper middle class,homosexual,buddhist,1,5.7,black,brown,fair,slender,CHINESE,M,"('CHINESE', 'M')"
773,Guomei,31,"('confident', 'charismatic', 'authentic')","('domineering', 'arrogant', 'insensitive')","('playing piano', 'reading', 'traveling')",Business Consultant,strategic planning,upper class,heterosexual,agnostic,1,5.11,dark brown,hazel,olive,athletic,CHINESE,F,"('CHINESE', 'F')"
